12  4923.82	2.211594e+00	1.165502e-01	6.916179e+01	2.192970e+00	9.682164e-01	9.226427e-02	1.538435e-01	2.339254e+02	6.236642e+01	1.010277e+02	8.564743e+00	3.168773e+01	2.978476e+00	8.556077e-01	4.206055e-01	5.866634e-01	1.000256e+00	9.955644e-01	5.914716e-01	2.018337e+00	7.795280e-01	1.121432e+01	7.100193e-01	2.477309e-01	3.087842e+00	1.375535e+01	8.324280e-01	
46  4926.2	2.205909e+00	1.155978e-01	6.949130e+01	2.172040e+00	9.673963e-01	8.963853e-02	1.649356e-01	2.587678e+02	5.118304e+01	8.393078e+01	1.088429e+01	3.746245e+01	5.019238e+00	8.415171e-01	5.339143e-01	5.843282e-01	1.000782e+00	9.963650e-01	3.252243e-01	3.726669e+00	1.002737e+00	1.098270e+01	7.148527e-01	2.477065e-01	3.078252e+00	1.375416e+01	8.251255e-01	
14  4926.45	2.207914e+00	1.147781e-01	6.956837e+01	2.150748e+00	9.680063e-01	8.514762e-02	1.825572e-01	2.185870e+02	4.859691e+01	9.792808e+01	9.716543e+00	3.339470e+01	6.713614e+00	9.120438e-01	4.705058e-01	6.129265e-01	1.000657e+00	9.958276e-01	3.060475e-01	2.672047e+00	7.012070e-01	1.056296e+01	7.171365e-01	2.477151e-01	3.068401e+00	1.376955e+01	8.175625e-01	
19  4925.64	2.202942e+00	1.158211e-01	6.918219e+01	2.161386e+00	9.683092e-01	8.614543e-02	1.867666e-01	2.479798e+02	4.946072e+01	1.074736e+02	1.110431e+01	3.188472e+01	4.886166e+00	8.997588e-01	4.852078e-01	5.454497e-01	1.000713e+00	9.969982e-01	2.870058e-01	9.216756e-01	8.393788e-01	1.069070e+01	7.118945e-01	2.476937e-01	3.073335e+00	1.377609e+01	8.237878e-01	
26  4925.01	2.206880e+00	1.171325e-01	6.879066e+01	2.147968e+00	9.667887e-01	8.154014e-02	2.053510e-01	2.669318e+02	4.883452e+01	1.095698e+02	9.850767e+00	3.115547e+01	5.743351e+00	9.736582e-01	3.595415e-01	6.316337e-01	1.000758e+00	9.974623e-01	3.239374e-01	7.624754e-01	1.147904e+00	1.030185e+01	7.057511e-01	2.477106e-01	3.067107e+00	1.377343e+01	8.253850e-01	
2  4923.29	2.204909e+00	1.174864e-01	6.865990e+01	2.139482e+00	9.695635e-01	7.969321e-02	2.090118e-01	1.874260e+02	5.953596e+01	1.020697e+02	4.089902e+00	3.191741e+01	7.245098e+00	9.794228e-01	3.912654e-01	6.398807e-01	1.001014e+00	9.968579e-01	4.513397e-01	2.051327e+00	8.203245e-01	1.014883e+01	7.039204e-01	2.477021e-01	3.063149e+00	1.377582e+01	8.259967e-01	
21  4923.24	2.198386e+00	1.187559e-01	6.809374e+01	2.196742e+00	9.640702e-01	9.065714e-02	1.860020e-01	1.834273e+02	5.774032e+01	9.995627e+01	3.586794e+00	3.094566e+01	5.788628e+00	9.811461e-01	4.174050e-01	5.615580e-01	1.000721e+00	9.963070e-01	4.788023e-01	3.353457e+00	6.748718e-01	1.117221e+01	6.963791e-01	2.476740e-01	3.089560e+00	1.379307e+01	8.398287e-01	
7  4925.47	2.190484e+00	1.180159e-01	6.849715e+01	2.207351e+00	9.662220e-01	9.371744e-02	1.793756e-01	1.760702e+02	4.745293e+01	1.191553e+02	3.929226e+00	2.297314e+01	6.247870e+00	9.617720e-01	3.564081e-01	4.414641e-01	1.000454e+00	9.963752e-01	5.823865e-01	4.156494e+00	5.384247e-01	1.144595e+01	7.016906e-01	2.476399e-01	3.094378e+00	1.377967e+01	8.408942e-01	
4  4926.67	2.179587e+00	1.181061e-01	6.835237e+01	2.234864e+00	9.644246e-01	9.851504e-02	1.469382e-01	1.393931e+02	6.484672e+01	1.280732e+02	1.172732e+00	2.130647e+01	5.617584e+00	9.210113e-01	3.285132e-01	3.960924e-01	1.000506e+00	9.975967e-01	7.322079e-01	2.258796e+00	5.082781e-01	1.189658e+01	7.004657e-01	2.475927e-01	3.106765e+00	1.379306e+01	8.462927e-01	
5  4925.02	2.184440e+00	1.191920e-01	6.794754e+01	2.239533e+00	9.625287e-01	9.941481e-02	1.298741e-01	1.498947e+02	6.165634e+01	1.288058e+02	3.883764e+00	2.140717e+01	5.149990e+00	9.067398e-01	3.545156e-01	4.251055e-01	1.000738e+00	9.965478e-01	7.899560e-01	1.981028e+00	3.387540e-01	1.198502e+01	6.944286e-01	2.476138e-01	3.108852e+00	1.379797e+01	8.499864e-01	
14  4928.16	2.191310e+00	1.200018e-01	6.765693e+01	2.211223e+00	9.623380e-01	9.251577e-02	1.242473e-01	1.627950e+02	5.297934e+01	1.359546e+02	3.285251e+00	1.866732e+01	6.425504e+00	8.578817e-01	4.317908e-01	3.666043e-01	1.000838e+00	9.965576e-01	6.616908e-01	1.797277e+00	3.096022e-01	1.138840e+01	6.898789e-01	2.476435e-01	3.096131e+00	1.379989e+01	8.468034e-01	
2  4927.24	2.223885e+00	1.195880e-01	6.799305e+01	2.210646e+00	9.603354e-01	9.169578e-02	1.524240e-01	1.589211e+02	5.560385e+01	1.426280e+02	1.498236e+00	1.336152e+01	8.730283e+00	9.154359e-01	2.650623e-01	3.391870e-01	1.000672e+00	9.964252e-01	8.607461e-01	3.754314e+00	8.522304e-01	1.120029e+01	6.931277e-01	2.477836e-01	3.095870e+00	1.377234e+01	8.429346e-01	
16  4927.86	2.225768e+00	1.191110e-01	6.813377e+01	2.269084e+00	9.605988e-01	1.044069e-01	1.409217e-01	1.534606e+02	5.186695e+01	1.356751e+02	4.027506e+00	1.741433e+01	8.386806e+00	9.333372e-01	3.154047e-01	3.958936e-01	1.000877e+00	9.956496e-01	8.784399e-01	1.744253e+00	8.660393e-01	1.225455e+01	6.953810e-01	2.477917e-01	3.121961e+00	1.377232e+01	8.522126e-01	
61  4927.47	2.230519e+00	1.179971e-01	6.858888e+01	2.233659e+00	9.633047e-01	9.676050e-02	1.454624e-01	1.173450e+02	4.883272e+01	1.352478e+02	2.096603e+00	1.851889e+01	9.377181e+00	9.916898e-01	2.990346e-01	4.948711e-01	1.000828e+00	9.953438e-01	8.274815e-01	1.379467e+00	1.036442e+00	1.157089e+01	7.016770e-01	2.478120e-01	3.106226e+00	1.376108e+01	8.423250e-01	
