1  4975.77	2.207233e+00	1.154804e-01	6.951728e+01	2.211453e+00	9.711110e-01	9.797965e-02	1.195119e-01	1.638354e+02	7.187485e+01	1.086415e+02	2.390700e+00	2.813050e+01	5.911794e+00	8.375116e-01	3.477711e-01	4.849245e-01	1.000271e+00	9.956063e-01	7.145740e-01	1.897233e+00	3.978665e-01	1.168600e+01	7.152815e-01	2.477122e-01	3.096235e+00	1.375475e+01	8.331884e-01	
1  4944.95	2.212211e+00	1.151555e-01	6.966532e+01	2.236076e+00	9.719279e-01	1.045169e-01	1.389678e-01	1.366607e+02	6.911002e+01	1.192475e+02	1.647612e+00	2.330352e+01	6.612346e+00	8.753135e-01	3.116646e-01	4.312975e-01	1.000028e+00	9.947884e-01	7.106999e-01	2.079577e+00	2.434805e-01	1.220261e+01	7.170570e-01	2.477336e-01	3.107308e+00	1.374934e+01	8.366113e-01	
5  4946	2.215239e+00	1.142569e-01	6.994626e+01	2.205533e+00	9.734512e-01	9.945351e-02	1.372919e-01	1.183235e+02	5.966110e+01	1.263539e+02	4.218102e+00	2.069286e+01	7.440540e+00	8.555764e-01	2.369390e-01	4.131688e-01	9.995545e-01	9.946302e-01	5.815906e-01	1.627035e+00	1.410885e-01	1.174918e+01	7.211001e-01	2.477466e-01	3.093554e+00	1.374873e+01	8.277156e-01	
5  4941.03	2.208711e+00	1.132411e-01	7.021753e+01	2.181983e+00	9.778643e-01	9.595430e-02	1.412338e-01	6.665275e+01	5.724370e+01	1.227798e+02	3.630105e+00	2.102831e+01	7.612919e+00	8.822632e-01	3.341186e-01	4.076884e-01	9.992917e-01	9.955214e-01	6.702434e-01	1.592747e+00	-4.101637e-02	1.145016e+01	7.254437e-01	2.477185e-01	3.082819e+00	1.375506e+01	8.210476e-01	
19  4941.59	2.185338e+00	1.129562e-01	7.015577e+01	2.202433e+00	9.795051e-01	1.010397e-01	1.154668e-01	9.365844e+01	6.212745e+01	1.297822e+02	7.499294e+00	1.998403e+01	7.697712e+00	9.022835e-01	3.616137e-01	4.038584e-01	9.990291e-01	9.965376e-01	8.684170e-01	7.144310e-01	2.570789e-01	1.194711e+01	7.260139e-01	2.476177e-01	3.092148e+00	1.377504e+01	8.255500e-01	
3  4941.43	2.186641e+00	1.135893e-01	6.988240e+01	2.204711e+00	9.773554e-01	1.002933e-01	1.263414e-01	7.256761e+01	6.564848e+01	1.287433e+02	8.397852e+00	2.100434e+01	6.940630e+00	8.500314e-01	3.429146e-01	4.603610e-01	9.990986e-01	9.959950e-01	8.436661e-01	1.192106e+00	2.873992e-01	1.189798e+01	7.225429e-01	2.476233e-01	3.093182e+00	1.378100e+01	8.274748e-01	
27  4935.97	2.203445e+00	1.141231e-01	6.973492e+01	2.188778e+00	9.779415e-01	9.705113e-02	1.567148e-01	2.788238e+01	5.289351e+01	1.156425e+02	7.475598e+00	2.616541e+01	9.016527e+00	9.074405e-01	5.008932e-01	5.846720e-01	9.991980e-01	9.962027e-01	7.344347e-01	2.055335e+00	3.496810e-01	1.158353e+01	7.199250e-01	2.476958e-01	3.085928e+00	1.377437e+01	8.256323e-01	
10  4936.46	2.190340e+00	1.140798e-01	6.957294e+01	2.219477e+00	9.783404e-01	1.042792e-01	1.820847e-01	1.285861e+01	5.011528e+01	1.277335e+02	3.637182e+00	1.823390e+01	9.090323e+00	9.374167e-01	3.957185e-01	4.436741e-01	9.992262e-01	9.959819e-01	8.552725e-01	3.777462e+00	1.810375e-01	1.222928e+01	7.189794e-01	2.476393e-01	3.099857e+00	1.379356e+01	8.318118e-01	
2  4940.65	2.185855e+00	1.150069e-01	6.901969e+01	2.202570e+00	9.738371e-01	9.867205e-02	1.845266e-01	1.738555e+01	4.923519e+01	1.319662e+02	2.797197e-01	1.234382e+01	8.327732e+00	8.746171e-01	3.574585e-01	3.018073e-01	9.992240e-01	9.965692e-01	7.919292e-01	5.556707e+00	3.449518e-01	1.180112e+01	7.126041e-01	2.476199e-01	3.092210e+00	1.381796e+01	8.304343e-01	
17  4939.09	2.189377e+00	1.151704e-01	6.901561e+01	2.170387e+00	9.741671e-01	9.071702e-02	2.063656e-01	5.862862e+01	5.075546e+01	1.277611e+02	3.282382e+00	1.473427e+01	8.052421e+00	8.678527e-01	2.650898e-01	2.988530e-01	9.991487e-01	9.967410e-01	6.776988e-01	3.281092e+00	7.126759e-01	1.111465e+01	7.121529e-01	2.476351e-01	3.077491e+00	1.381276e+01	8.249471e-01	
13  4935.49	2.153834e+00	1.163483e-01	6.822019e+01	2.179672e+00	9.726721e-01	9.111457e-02	1.818633e-01	7.844687e+01	5.475732e+01	1.277587e+02	3.251422e+00	1.775747e+01	6.697999e+00	8.567974e-01	2.259397e-01	3.454336e-01	9.996446e-01	9.971755e-01	5.064123e-01	2.438348e+00	5.978174e-01	1.129715e+01	7.036342e-01	2.474798e-01	3.081760e+00	1.386082e+01	8.319020e-01	
